SerialNumber,ProductID,ProductName,PurchaseDate,CustomerID,QuantitySold,SalesPrice,SalesChannel,Region,DiscountApplied,Returns,CustomerReview,CustomerComplaints,SalesReputation,TimeToActivation,ProductAge,MarketingSource,CustomerLoyalty,PaymentMethod,ProductReturnReason,CustomerSupportInteraction,ProductWarrantyDuration
Sn-C7U738O0,TTIEPF,Adobe_TTIEPF_Suite,2023-02-28,C3062,1,146.06,Third-party Retailer,Europe,23.9,11,1,20,9,2,122,Word of Mouth,4,Cryptocurrency,Product malfunction,12,6
SN-E2CFDIY8,Adobe_Prod_803_Version_7,Adobe_Adobe_Prod_803_Version_7_Suite,2023-11-05,C2135,7,414.05,Direct Sales,Africa,5.58,4,4,5,9,6,453,Email Marketing,10,Credit Card,Other,7,12
SNJPI16W67V,2UI9WB,Adobe_2UI9WB_Suite,2023-02-07,C7575,5,86.32,Unknown Vendor,South America,22.05,20,2,17,9,7,248,Word of Mouth,2,Cryptocurrency,Not as described,14,6
SN-RB5KDFI,2NNYUI,Adobe_2NNYUI_Suite,2023-01-06,C1248,7,119.92,Third-party Retailer,Europe,28.82,17,3,15,8,4,47,Social Media,3,Cryptocurrency,Not as described,17,6
SN-BB6KBTD4,Adobe_Prod_508_Version_1,Adobe_Adobe_Prod_508_Version_1_Suite,2023-05-28,C1220,8,469.5,Direct Sales,Asia,10.59,4,4,5,7,1,721,Email Marketing,6,Credit Card,Other,2,24
SN-KUBRJOCF,Adobe_Prod_568_Version_2,Adobe_Adobe_Prod_568_Version_2_Suite,2023-03-04,C4434,5,271.06,Direct Sales,Europe,6.27,4,5,5,2,4,625,Direct Search,10,Credit Card,Other,6,12
SN-8GV3PJU,5DMDNX,Adobe_5DMDNX_Suite,2023-07-10,C4422,2,139.36,Third-party Retailer,Africa,27.97,18,3,19,7,1,205,Word of Mouth,5,Cryptocurrency,Product malfunction,10,6
SNI062S8T5H,R8FWE1,Adobe_R8FWE1_Suite,2023-12-30,C8261,2,64.68,Third-party Retailer,Europe,27.59,17,3,14,3,7,256,Social Media,4,Cryptocurrency,Other,12,6
SN-49BO9L6,TRNB11,Adobe_TRNB11_Suite,2023-01-14,C4342,2,77.65,Unknown Vendor,South America,28.94,14,1,20,2,8,210,Word of Mouth,3,Cryptocurrency,Other,11,6
SN-6M6M9N5,287BUP,Adobe_287BUP_Suite,2023-05-10,C8686,1,63.9,Third-party Retailer,Europe,26.84,15,2,17,7,10,245,Social Media,4,Cryptocurrency,Product malfunction,10,6
SN-8G8SE7T,QIZKRF,Adobe_QIZKRF_Suite,2023-07-05,C3185,4,88.06,Third-party Retailer,Europe,23.26,18,2,15,2,9,187,Social Media,5,Cryptocurrency,Other,13,6
SN-1UWUETZG,Adobe_Prod_715_Version_3,Adobe_Adobe_Prod_715_Version_3_Suite,2023-10-23,C5058,4,458.73,Authorized Retailer,North America,11.32,1,4,5,2,7,420,Email Marketing,8,Credit Card,Other,6,12
SN-PONXMZ0T,Adobe_Prod_292_Version_5,Adobe_Adobe_Prod_292_Version_5_Suite,2023-05-10,C7515,8,258.55,Direct Sales,Asia,10.85,6,4,2,1,6,729,Direct Search,6,Credit Card,Other,6,24
SN-TL6720E,Y6VM6F,Adobe_Y6VM6F_Suite,2023-10-22,C5842,9,133.8,Unknown Vendor,Africa,25.08,18,2,10,2,1,111,Word of Mouth,1,Cryptocurrency,Other,16,6
SN-M3JWORKH,Adobe_Prod_816_Version_4,Adobe_Adobe_Prod_816_Version_4_Suite,2023-06-27,C4717,1,259.64,Authorized Retailer,North America,6.05,8,4,5,9,4,550,Direct Search,8,PayPal,Found cheaper,8,24
SN-WW3BHJ9R,Adobe_Prod_580_Version_1,Adobe_Adobe_Prod_580_Version_1_Suite,2023-12-18,C4835,1,448.96,Direct Sales,Europe,10.71,6,4,4,8,2,474,Direct Search,8,PayPal,Other,8,24
SN-T758C2H,O6SEKL,Adobe_O6SEKL_Suite,2023-11-10,C6553,7,143.78,Unknown Vendor,South America,25.44,13,3,18,8,11,335,Social Media,5,Cryptocurrency,Product malfunction,10,6
SN-F88XHKYH,Adobe_Prod_148_Version_4,Adobe_Adobe_Prod_148_Version_4_Suite,2023-06-28,C5079,4,249.17,Unknown Vendor,North America,9.77,4,5,5,1,2,462,Email Marketing,7,Credit Card,Other,7,24
SN-HMSTM4JP,Adobe_Prod_977_Version_7,Adobe_Adobe_Prod_977_Version_7_Suite,2023-06-21,C7125,2,351.38,Direct Sales,Asia,13.65,7,5,2,3,4,641,Email Marketing,9,Credit Card,Found cheaper,6,12
SN-QZT238D,5B5EG9,Adobe_5B5EG9_Suite,2023-08-28,C4343,7,92.56,Third-party Retailer,North America,24.68,11,3,17,8,1,329,Social Media,1,Cryptocurrency,Product malfunction,16,6
SN-21JQIAD,AUOF52,Adobe_AUOF52_Suite,2023-09-27,C4330,2,59.92,Unknown Vendor,North America,21.17,17,1,17,9,4,202,Word of Mouth,5,Cryptocurrency,Not as described,16,6
SN-R0N015S,A30AKF,Adobe_A30AKF_Suite,2023-11-06,C4586,6,93.69,Unknown Vendor,South America,29.29,13,3,13,3,2,96,Social Media,1,Cryptocurrency,Product malfunction,10,6
SNWJ2AXIQQD,DUDKIB,Adobe_DUDKIB_Suite,2023-12-04,C2057,9,121.63,Unknown Vendor,Asia,20.73,14,3,15,1,9,252,Social Media,5,Cryptocurrency,Other,12,6
SND2XL10QFU,T44TSR,Adobe_T44TSR_Suite,2023-11-09,C9185,8,139.51,Third-party Retailer,Europe,23.43,10,2,10,9,11,150,Social Media,4,Cryptocurrency,Product malfunction,12,6
SN-S7JMF25Y,Adobe_Prod_329_Version_8,Adobe_Adobe_Prod_329_Version_8_Suite,2023-02-28,C8857,9,214.71,Authorized Retailer,South America,5.08,9,4,1,8,1,580,Email Marketing,9,Credit Card,Found cheaper,6,12
SN-Z0PFL1ZJ,Adobe_Prod_191_Version_6,Adobe_Adobe_Prod_191_Version_6_Suite,2023-03-02,C9649,9,401.44,Direct Sales,Africa,7.5,9,5,2,7,4,669,Email Marketing,6,Credit Card,Found cheaper,10,12
Sn-VEQWT4WH,QICLEN,Adobe_QICLEN_Suite,2023-09-22,C5071,8,90.09,Third-party Retailer,South America,23.5,15,1,11,2,7,310,Word of Mouth,5,Cryptocurrency,Other,16,6
SN-DJ3WK7J,KUWJK3,Adobe_KUWJK3_Suite,2023-05-07,C7735,2,66.92,Third-party Retailer,Asia,28.77,18,2,19,3,3,159,Word of Mouth,4,Cryptocurrency,Not as described,10,6
SN-SFEDNLVX,Adobe_Prod_821_Version_7,Adobe_Adobe_Prod_821_Version_7_Suite,2023-09-28,C6001,7,400.71,Authorized Retailer,Africa,6.04,9,5,2,8,2,706,Direct Search,6,PayPal,Other,1,24
SNG50WBK06R,GDHKP4,Adobe_GDHKP4_Suite,2023-06-24,C5870,10,135.22,Third-party Retailer,Europe,29.89,15,1,10,1,6,188,Word of Mouth,5,Cryptocurrency,Other,13,6
SNI1W075Y2Q,OCE4VK,Adobe_OCE4VK_Suite,2023-09-20,C2709,2,75.74,Unknown Vendor,North America,20.93,16,1,17,1,12,197,Social Media,5,Cryptocurrency,Other,12,6
SNOM88Y5LJK,DQZ8RH,Adobe_DQZ8RH_Suite,2023-07-06,C6404,7,90.46,Unknown Vendor,Europe,24.22,16,2,11,8,5,72,Social Media,2,Cryptocurrency,Product malfunction,16,6
SN-6M31Z9CP,Adobe_Prod_432_Version_8,Adobe_Adobe_Prod_432_Version_8_Suite,2023-08-16,C7069,2,400.35,Direct Sales,Africa,11.65,5,5,4,2,6,464,Direct Search,7,Credit Card,Other,2,24
SN-7QDAEIZ1,Adobe_Prod_492_Version_6,Adobe_Adobe_Prod_492_Version_6_Suite,2023-03-30,C6762,3,475.65,Direct Sales,North America,9.57,3,5,5,3,6,713,Direct Search,10,PayPal,Found cheaper,2,24
SN-UJH33JRE,Adobe_Prod_197_Version_2,Adobe_Adobe_Prod_197_Version_2_Suite,2023-03-10,C7119,7,406.73,Authorized Retailer,Africa,8.65,7,4,4,8,3,709,Email Marketing,7,PayPal,Found cheaper,9,24
SN-9ZVFE4K,RXPB3T,Adobe_RXPB3T_Suite,2023-04-05,C9078,3,133.7,Third-party Retailer,Europe,26.2,10,2,11,9,10,329,Word of Mouth,4,Cryptocurrency,Not as described,11,6
SN-F0D37S2K,Adobe_Prod_207_Version_5,Adobe_Adobe_Prod_207_Version_5_Suite,2023-01-20,C7211,8,293.74,Third-party Retailer,Europe,11.66,5,4,5,8,1,676,Direct Search,10,Credit Card,Other,8,24
SN-07XH8XEE,Adobe_Prod_476_Version_8,Adobe_Adobe_Prod_476_Version_8_Suite,2023-04-18,C9088,9,269.94,Authorized Retailer,Europe,10.91,5,5,5,3,4,576,Direct Search,7,Credit Card,Other,6,24
SN-9H3FHHA6,Adobe_Prod_978_Version_8,Adobe_Adobe_Prod_978_Version_8_Suite,2023-12-24,C2558,4,429.76,Direct Sales,South America,12.85,5,4,2,2,6,376,Email Marketing,10,Credit Card,Other,8,24
SN-GJ128W6T,Adobe_Prod_72_Version_7,Adobe_Adobe_Prod_72_Version_7_Suite,2023-05-20,C8756,2,340.99,Direct Sales,Africa,8.62,7,5,5,1,4,710,Direct Search,10,Credit Card,Found cheaper,3,24
SN-WIWCCC0F,Adobe_Prod_204_Version_10,Adobe_Adobe_Prod_204_Version_10_Suite,2023-06-21,C7971,4,310.63,Direct Sales,Asia,8.73,1,4,4,7,2,422,Direct Search,10,Credit Card,Found cheaper,8,12
SN-LMZQBEZ6,Adobe_Prod_663_Version_1,Adobe_Adobe_Prod_663_Version_1_Suite,2023-06-15,C5462,5,341.08,Direct Sales,South America,6.42,9,4,2,7,1,671,Direct Search,7,Credit Card,Found cheaper,8,12
SN-F8MKWC9,E6273A,Adobe_E6273A_Suite,2023-02-24,C6586,10,58.57,Direct Sales,Europe,26.38,16,2,14,3,5,303,Word of Mouth,4,Cryptocurrency,Not as described,13,6
Sn-CUG07N1L,JJ9IWQ,Adobe_JJ9IWQ_Suite,2023-06-04,C6939,6,95.91,Third-party Retailer,South America,23.8,10,3,12,8,11,295,Word of Mouth,1,Cryptocurrency,Not as described,14,6
SNPTE0PV3MG,GP9S29,Adobe_GP9S29_Suite,2023-04-17,C1717,4,100.34,Authorized Retailer,Asia,24.22,18,3,18,2,1,330,Social Media,5,Cryptocurrency,Product malfunction,10,6
SN-LAT721A0,Adobe_Prod_306_Version_9,Adobe_Adobe_Prod_306_Version_9_Suite,2023-12-18,C1418,9,373.06,Authorized Retailer,North America,6.59,1,5,1,7,3,646,Email Marketing,6,PayPal,Other,8,24
Sn-BUB0WCRQ,A11K5C,Adobe_A11K5C_Suite,2023-07-13,C6953,9,61.12,Authorized Retailer,Africa,20.83,12,2,10,7,5,310,Social Media,3,Cryptocurrency,Product malfunction,18,6
SN-CY1OTXK,XRKDLQ,Adobe_XRKDLQ_Suite,2023-01-14,C2090,5,92.98,Unknown Vendor,South America,23.14,10,2,18,9,11,356,Word of Mouth,1,Cryptocurrency,Product malfunction,13,6
Sn-F2CPHMPV,IKJCVJ,Adobe_IKJCVJ_Suite,2023-05-20,C4410,9,134.91,Third-party Retailer,Africa,20.33,18,2,19,2,12,296,Social Media,3,Cryptocurrency,Other,18,6
SN-JD11BVH,MBK3NR,Adobe_MBK3NR_Suite,2023-02-22,C3060,2,111.91,Third-party Retailer,South America,29.62,18,3,15,2,8,270,Social Media,1,Cryptocurrency,Product malfunction,14,6
SN-J17KGSPN,Adobe_Prod_987_Version_5,Adobe_Adobe_Prod_987_Version_5_Suite,2023-11-02,C9528,4,354.66,Authorized Retailer,Africa,11.66,4,5,5,7,4,470,Direct Search,6,PayPal,Other,3,12
SN-JTXZHYYE,Adobe_Prod_55_Version_10,Adobe_Adobe_Prod_55_Version_10_Suite,2023-11-06,C9414,7,227.69,Direct Sales,North America,13.99,5,5,4,2,2,671,Direct Search,10,PayPal,Found cheaper,2,24
SN-VFKFTF6V,Adobe_Prod_901_Version_9,Adobe_Adobe_Prod_901_Version_9_Suite,2023-03-22,C1246,4,349.22,Direct Sales,Africa,13.16,9,5,1,3,4,664,Email Marketing,7,PayPal,Found cheaper,1,12
SN-UC5CD0M5,Adobe_Prod_74_Version_4,Adobe_Adobe_Prod_74_Version_4_Suite,2023-12-03,C6802,3,282.11,Direct Sales,Africa,7.72,8,4,5,8,5,531,Direct Search,9,PayPal,Other,3,24
SN-0J4RDKXB,Adobe_Prod_177_Version_3,Adobe_Adobe_Prod_177_Version_3_Suite,2023-06-12,C7967,8,293.42,Authorized Retailer,Europe,9.86,7,4,4,3,6,681,Direct Search,8,Credit Card,Found cheaper,7,12
SN-5EDQTALA,Adobe_Prod_534_Version_3,Adobe_Adobe_Prod_534_Version_3_Suite,2023-02-16,C5467,8,277.38,Direct Sales,South America,12.73,7,5,2,1,2,718,Email Marketing,8,Credit Card,Other,5,24
SN-UZLKY6HY,Adobe_Prod_809_Version_8,Adobe_Adobe_Prod_809_Version_8_Suite,2023-11-24,C4739,5,267.78,Direct Sales,South America,14.73,1,5,4,8,5,616,Direct Search,9,Credit Card,Found cheaper,6,12
SN-4MR3E82B,Adobe_Prod_140_Version_8,Adobe_Adobe_Prod_140_Version_8_Suite,2023-03-09,C7181,3,344.0,Direct Sales,South America,13.17,1,5,1,2,6,645,Direct Search,10,Credit Card,Other,9,24
SN-LHC98WU,FEX2DJ,Adobe_FEX2DJ_Suite,2023-12-18,C8385,9,137.33,Third-party Retailer,Asia,25.36,15,1,15,2,9,161,Social Media,2,Cryptocurrency,Product malfunction,17,6
Sn-DY65H0Q3,9ZRQHX,Adobe_9ZRQHX_Suite,2023-03-12,C7999,1,93.31,Third-party Retailer,North America,29.92,15,3,18,9,14,330,Word of Mouth,3,Cryptocurrency,Not as described,11,6
SN-3U6NOKWV,Adobe_Prod_715_Version_7,Adobe_Adobe_Prod_715_Version_7_Suite,2023-05-04,C4585,3,399.39,Authorized Retailer,Asia,14.8,7,5,3,1,1,623,Direct Search,7,PayPal,Other,7,24
SN-GWS1R5KP,Adobe_Prod_480_Version_8,Adobe_Adobe_Prod_480_Version_8_Suite,2023-02-27,C4959,1,394.72,Authorized Retailer,Asia,8.04,5,4,2,1,2,513,Direct Search,10,Credit Card,Other,7,12
SN-Y434UUGW,Adobe_Prod_401_Version_5,Adobe_Adobe_Prod_401_Version_5_Suite,2023-05-22,C2849,7,442.05,Unknown Vendor,Asia,10.03,9,5,5,3,4,613,Email Marketing,10,PayPal,Found cheaper,7,24
SNI8WYROJ8X,DGRPIA,Adobe_DGRPIA_Suite,2023-04-25,C2073,5,51.65,Third-party Retailer,South America,25.58,11,3,17,1,10,223,Word of Mouth,1,Cryptocurrency,Product malfunction,17,6
SN-3LLLDW5I,Adobe_Prod_179_Version_6,Adobe_Adobe_Prod_179_Version_6_Suite,2023-01-05,C4667,4,327.51,Authorized Retailer,Asia,6.37,1,4,4,2,2,456,Email Marketing,8,Credit Card,Other,4,24
SN-YWUM5T72,Adobe_Prod_827_Version_6,Adobe_Adobe_Prod_827_Version_6_Suite,2023-11-08,C7175,2,266.89,Authorized Retailer,North America,11.94,5,4,5,9,3,524,Email Marketing,8,Credit Card,Other,8,24
SN-GKP8WUW9,Adobe_Prod_161_Version_8,Adobe_Adobe_Prod_161_Version_8_Suite,2023-03-03,C7345,5,256.34,Direct Sales,North America,6.16,7,4,5,9,3,605,Direct Search,7,PayPal,Other,3,24
Sn-T24U8FRU,JC9VXR,Adobe_JC9VXR_Suite,2023-08-11,C7796,8,76.28,Third-party Retailer,North America,25.74,14,1,15,3,15,77,Word of Mouth,1,Cryptocurrency,Other,18,6
SN-PTDDDGIS,Adobe_Prod_859_Version_8,Adobe_Adobe_Prod_859_Version_8_Suite,2023-08-01,C2644,6,373.42,Direct Sales,Asia,6.64,3,5,1,8,7,667,Email Marketing,8,PayPal,Other,4,12
SN-O3OCITK,3JQE61,Adobe_3JQE61_Suite,2023-12-29,C6411,4,94.75,Unknown Vendor,Africa,20.44,12,3,14,1,8,98,Social Media,3,Cryptocurrency,Product malfunction,18,6
SN-FBVNBQ3F,Adobe_Prod_586_Version_7,Adobe_Adobe_Prod_586_Version_7_Suite,2023-05-07,C6763,4,322.86,Direct Sales,South America,14.13,5,4,5,1,4,703,Email Marketing,10,Credit Card,Other,5,12
Sn-4MRQA5G9,B3VC4Q,Adobe_B3VC4Q_Suite,2023-11-26,C8138,6,80.29,Third-party Retailer,Europe,21.4,12,1,14,9,8,343,Word of Mouth,4,Cryptocurrency,Product malfunction,18,6
SN9KQ7GR0EC,LEP9TX,Adobe_LEP9TX_Suite,2023-05-06,C3023,3,144.68,Unknown Vendor,Africa,23.89,12,2,13,3,11,168,Word of Mouth,2,Cryptocurrency,Not as described,15,6
SN-O2KYTP1G,Adobe_Prod_633_Version_10,Adobe_Adobe_Prod_633_Version_10_Suite,2023-02-28,C7560,3,238.8,Direct Sales,Africa,12.89,1,5,1,2,1,540,Email Marketing,10,Credit Card,Other,4,12
Sn-Q4OMUVMX,M7VLPA,Adobe_M7VLPA_Suite,2023-01-01,C3377,6,80.58,Third-party Retailer,Africa,29.7,20,3,17,1,14,244,Word of Mouth,5,Cryptocurrency,Not as described,14,6
SN-F519MYB5,Adobe_Prod_852_Version_9,Adobe_Adobe_Prod_852_Version_9_Suite,2023-10-08,C8556,4,413.04,Third-party Retailer,Europe,12.23,6,5,2,2,5,510,Email Marketing,6,PayPal,Found cheaper,3,24
Sn-TUJY0G6C,AFFOMQ,Adobe_AFFOMQ_Suite,2023-08-22,C4391,4,60.54,Unknown Vendor,Europe,25.62,19,1,12,2,9,137,Word of Mouth,5,Cryptocurrency,Other,14,6
SN-N2BF2IW,UHKECZ,Adobe_UHKECZ_Suite,2023-08-12,C4722,10,109.33,Third-party Retailer,North America,23.94,19,1,15,1,11,180,Social Media,5,Cryptocurrency,Other,15,6
SNBYEOWNS3H,F691KT,Adobe_F691KT_Suite,2023-09-13,C8877,2,93.75,Unknown Vendor,Europe,22.04,14,1,11,3,13,284,Social Media,2,Cryptocurrency,Other,20,6
SN-B3P0GNVE,Adobe_Prod_899_Version_8,Adobe_Adobe_Prod_899_Version_8_Suite,2023-01-24,C3352,7,400.76,Direct Sales,Europe,14.38,8,4,2,7,1,692,Email Marketing,7,PayPal,Found cheaper,9,12
Sn-5N999TDL,JUY62Z,Adobe_JUY62Z_Suite,2023-10-04,C2890,8,112.35,Third-party Retailer,Asia,28.07,18,3,20,8,7,95,Social Media,1,Cryptocurrency,Product malfunction,19,6
SN-MROJES9Y,Adobe_Prod_796_Version_10,Adobe_Adobe_Prod_796_Version_10_Suite,2023-06-21,C1064,8,373.2,Authorized Retailer,Asia,14.71,8,5,5,8,4,440,Direct Search,6,PayPal,Found cheaper,8,24
SN-BHP40G2X,Adobe_Prod_296_Version_9,Adobe_Adobe_Prod_296_Version_9_Suite,2023-10-17,C8717,2,435.88,Direct Sales,Africa,5.83,9,4,3,1,2,401,Email Marketing,8,PayPal,Found cheaper,5,24
Sn-Q7FDGCRN,1L7KH8,Adobe_1L7KH8_Suite,2023-11-23,C9407,5,63.26,Unknown Vendor,South America,28.48,14,1,19,1,12,150,Word of Mouth,4,Cryptocurrency,Other,18,6
SNOTAPK9M7L,HUZFGU,Adobe_HUZFGU_Suite,2023-08-30,C3522,2,51.8,Third-party Retailer,South America,24.18,10,2,17,8,5,215,Word of Mouth,5,Cryptocurrency,Other,19,6
SNGE4JLXB7X,GM6LQK,Adobe_GM6LQK_Suite,2023-04-04,C9283,2,80.95,Unknown Vendor,Europe,27.14,20,3,19,8,9,120,Social Media,5,Cryptocurrency,Other,14,6
Sn-46RFRAWO,7WPA1Y,Adobe_7WPA1Y_Suite,2023-12-17,C3358,5,59.21,Third-party Retailer,North America,25.19,14,1,20,2,14,127,Social Media,2,Cryptocurrency,Other,17,6
SN-1CMZZEJ9,Adobe_Prod_369_Version_2,Adobe_Adobe_Prod_369_Version_2_Suite,2023-07-16,C3660,10,417.38,Direct Sales,Asia,9.71,5,4,4,9,1,611,Email Marketing,8,Credit Card,Other,1,12
Sn-7571H9SM,7AJJI4,Adobe_7AJJI4_Suite,2023-05-19,C5519,1,80.71,Third-party Retailer,Europe,26.65,15,2,14,2,7,293,Social Media,3,Cryptocurrency,Other,10,6
SNO3K4IV6UN,1DLGWG,Adobe_1DLGWG_Suite,2023-01-20,C9015,7,147.79,Unknown Vendor,Africa,21.22,15,2,15,9,10,88,Social Media,4,Cryptocurrency,Product malfunction,15,6
Sn-K961X381,12X94P,Adobe_12X94P_Suite,2023-06-10,C6159,2,75.24,Third-party Retailer,North America,25.53,14,2,11,9,11,245,Social Media,2,Cryptocurrency,Not as described,10,6
SN-1Z3NJ6D,XQOWGT,Adobe_XQOWGT_Suite,2023-10-13,C3374,6,109.79,Unknown Vendor,Europe,26.63,20,1,13,1,8,176,Social Media,2,Cryptocurrency,Other,10,6
SNVN5RR6JGG,KSWLT0,Adobe_KSWLT0_Suite,2023-09-06,C1745,6,105.46,Third-party Retailer,Africa,29.4,13,2,11,9,10,244,Word of Mouth,1,Cryptocurrency,Not as described,10,6
SN-V8DM1X59,Adobe_Prod_983_Version_1,Adobe_Adobe_Prod_983_Version_1_Suite,2023-04-18,C3651,8,282.28,Third-party Retailer,Asia,9.0,3,5,4,3,2,559,Direct Search,10,Credit Card,Other,1,12
SNSBGKH6XHK,L6K7PR,Adobe_L6K7PR_Suite,2023-11-20,C5994,3,129.22,Direct Sales,Europe,24.82,11,2,11,2,15,246,Social Media,3,Cryptocurrency,Other,17,6
SNW5JWZ4PVA,OGIFUX,Adobe_OGIFUX_Suite,2023-03-10,C6755,1,83.41,Unknown Vendor,Asia,20.79,11,2,10,1,3,135,Word of Mouth,3,Cryptocurrency,Product malfunction,10,6
SN-4I5IV6HO,Adobe_Prod_624_Version_8,Adobe_Adobe_Prod_624_Version_8_Suite,2023-01-12,C9601,8,368.24,Direct Sales,Europe,9.36,4,4,1,3,2,607,Email Marketing,9,Credit Card,Other,2,12
SN-8F6VVA4F,Adobe_Prod_83_Version_1,Adobe_Adobe_Prod_83_Version_1_Suite,2023-12-05,C5786,7,455.13,Direct Sales,Asia,10.78,1,5,3,9,7,523,Direct Search,8,PayPal,Other,9,12
Sn-W46O1S2D,YRRAB1,Adobe_YRRAB1_Suite,2023-04-07,C8938,9,137.28,Unknown Vendor,Africa,26.35,13,3,18,3,3,355,Word of Mouth,5,Cryptocurrency,Other,20,6
SN-CQAXOKOG,Adobe_Prod_741_Version_6,Adobe_Adobe_Prod_741_Version_6_Suite,2023-06-29,C1789,7,414.28,Direct Sales,Africa,10.58,8,5,1,8,4,446,Email Marketing,7,PayPal,Found cheaper,5,24
SN-9PFZYR7I,Adobe_Prod_850_Version_8,Adobe_Adobe_Prod_850_Version_8_Suite,2023-08-25,C9868,10,299.86,Direct Sales,Europe,12.88,6,5,5,2,1,688,Email Marketing,10,PayPal,Found cheaper,6,24
SN-CN0BDTMD,Adobe_Prod_249_Version_7,Adobe_Adobe_Prod_249_Version_7_Suite,2023-07-01,C2148,3,284.37,Authorized Retailer,Europe,14.09,2,5,2,1,4,600,Email Marketing,6,PayPal,Found cheaper,3,12
SN-Z5EBATT1,Adobe_Prod_10_Version_10,Adobe_Adobe_Prod_10_Version_10_Suite,2023-01-18,C6860,5,372.24,Third-party Retailer,Africa,8.22,5,4,2,3,2,507,Direct Search,6,Credit Card,Other,6,12
SN1LS8BEV8A,VP5C8X,Adobe_VP5C8X_Suite,2023-06-11,C7284,5,79.17,Unknown Vendor,Europe,23.89,15,1,15,9,4,222,Word of Mouth,5,Cryptocurrency,Product malfunction,20,6
SN-KHRVX6S6,Adobe_Prod_155_Version_7,Adobe_Adobe_Prod_155_Version_7_Suite,2023-09-18,C1865,5,474.37,Direct Sales,Europe,9.55,9,4,4,8,6,411,Email Marketing,8,Credit Card,Found cheaper,5,12
Sn-BGNVK6FI,VC7MJ9,Adobe_VC7MJ9_Suite,2023-12-12,C3443,3,83.71,Unknown Vendor,Africa,24.04,11,3,13,3,10,365,Word of Mouth,3,Cryptocurrency,Other,12,6
SN50JIP7GU4,76RKHD,Adobe_76RKHD_Suite,2023-04-22,C5196,2,89.88,Unknown Vendor,Africa,20.26,10,2,14,1,5,306,Social Media,1,Cryptocurrency,Not as described,15,6
SN-SL0YPE9A,Adobe_Prod_253_Version_1,Adobe_Adobe_Prod_253_Version_1_Suite,2023-01-31,C3638,1,385.15,Authorized Retailer,North America,12.8,9,4,2,7,3,551,Email Marketing,7,Credit Card,Found cheaper,4,24
Sn-70N5P8P0,WIQZK2,Adobe_WIQZK2_Suite,2023-05-15,C3793,10,95.34,Unknown Vendor,Asia,28.79,17,3,10,2,10,175,Word of Mouth,5,Cryptocurrency,Not as described,13,6
Sn-V56QNG3J,YZL6AB,Adobe_YZL6AB_Suite,2023-10-25,C4742,6,146.69,Unknown Vendor,North America,29.36,11,3,18,7,9,308,Word of Mouth,3,Cryptocurrency,Other,18,6
Sn-MF067R4Z,9UIR26,Adobe_9UIR26_Suite,2023-09-17,C4885,9,149.43,Unknown Vendor,North America,28.56,16,2,14,1,1,313,Word of Mouth,3,Cryptocurrency,Not as described,18,6
SN-BKDTWVL,HOIYW9,Adobe_HOIYW9_Suite,2023-07-07,C6316,9,85.33,Direct Sales,Africa,29.64,17,2,11,7,12,354,Word of Mouth,5,Cryptocurrency,Not as described,20,6
SN-1E983HKW,Adobe_Prod_127_Version_10,Adobe_Adobe_Prod_127_Version_10_Suite,2023-01-08,C4652,6,294.97,Authorized Retailer,North America,12.88,5,5,1,8,7,617,Direct Search,10,Credit Card,Other,9,24
Sn-V277W0TU,C8DT3J,Adobe_C8DT3J_Suite,2023-01-07,C1609,5,67.7,Unknown Vendor,Europe,26.94,11,1,12,1,5,67,Word of Mouth,3,Cryptocurrency,Other,12,6
SN-3M294LY,2LE0SR,Adobe_2LE0SR_Suite,2023-10-24,C2712,7,101.22,Unknown Vendor,North America,23.46,15,1,14,3,13,309,Word of Mouth,4,Cryptocurrency,Product malfunction,20,6
Sn-T9EYYVYM,CFI3JO,Adobe_CFI3JO_Suite,2023-09-15,C5526,1,100.88,Third-party Retailer,North America,24.8,15,1,17,7,11,326,Word of Mouth,3,Cryptocurrency,Not as described,20,6
SN-169NOUG4,Adobe_Prod_169_Version_9,Adobe_Adobe_Prod_169_Version_9_Suite,2023-10-17,C5789,5,393.35,Direct Sales,North America,5.37,9,5,3,8,5,595,Direct Search,7,PayPal,Found cheaper,2,24
SN-1LGRQRN,RBH8KN,Adobe_RBH8KN_Suite,2023-04-22,C8031,6,63.89,Unknown Vendor,Europe,26.56,16,2,16,7,10,283,Word of Mouth,5,Cryptocurrency,Not as described,13,6
Sn-3B4EQPAR,S2UEP9,Adobe_S2UEP9_Suite,2023-07-20,C4978,6,124.71,Unknown Vendor,North America,24.25,20,3,19,9,5,345,Word of Mouth,5,Cryptocurrency,Product malfunction,15,6
SN-TG5URQYD,Adobe_Prod_966_Version_10,Adobe_Adobe_Prod_966_Version_10_Suite,2023-10-01,C1469,3,397.2,Direct Sales,South America,14.64,1,4,4,2,7,559,Direct Search,7,PayPal,Found cheaper,3,12
SN-TWKVMGT,1V2DQB,Adobe_1V2DQB_Suite,2023-04-02,C3093,6,115.74,Third-party Retailer,South America,25.17,19,1,20,3,9,353,Social Media,2,Cryptocurrency,Not as described,12,6
Sn-1EQ7XBPQ,8Y6X6P,Adobe_8Y6X6P_Suite,2023-11-15,C5950,8,93.52,Third-party Retailer,Asia,28.63,11,2,10,9,1,315,Word of Mouth,2,Cryptocurrency,Product malfunction,10,6
